# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS604233	616172	Generalized epilepsy with febrile seizures plus, type 9
PS604233	618482	Generalized epilepsy with febrile seizures plus, type 10
PS604273	Mitochondrial complex V (ATP synthase) deficiency, nuclear type
PS604273	604273	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
PS604273	614052	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2
PS604273	614053	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3
PS604273	615228	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4
PS604273	618120	Mitochondrial complex V (ATP synthase) deficiency
PS604273	618683	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6
PS604348	Advanced sleep phase syndrome
PS604348	604348	?Advanced sleep phase syndrome, familial, 1
PS604348	615224	Advanced sleep-phase syndrome, familial, 2
PS604348	616882	?Advanced sleep phase syndrome, familial, 3
PS604364	Epilepsy, familial focal, with variable foci
PS604364	604364	Epilepsy, familial focal, with variable foci 1
PS604364	617116	Epilepsy, familial focal, with variable foci 2
PS604364	617118	Epilepsy, familial focal, with variable foci 3
PS604364	617935	Epilepsy, familial focal, with variable foci 4
PS604370	Breast-ovarian cancer, familial, susceptibility to
PS604370	604370	{Breast-ovarian cancer, familial, 1}
PS604370	612555	{Breast-ovarian cancer, familial, 2}
PS604370	613399	{Breast-ovarian cancer, familial, susceptibility to, 3}
PS604370	614291	{Breast-ovarian cancer, familial, susceptibility to, 4}
PS604391	Ataxia-telangiectasia-like disorder
PS604391	604391	Ataxia-telangiectasia-like disorder 1
PS604391	615919	?Ataxia-telangiectasia-like disorder 2
PS604772	Ventricular tachycardia, catecholaminergic polymorphic
PS604772	604772	Ventricular tachycardia, catecholaminergic polymorphic, 1
PS604772	611938	Ventricular tachycardia, catecholaminergic polymorphic, 2
PS604772	614021	Ventricular tachycardia, catecholaminergic polymorphic, 3
PS604772	614916	Ventricular tachycardia, catecholaminergic polymorphic, 4
PS604772	615441	Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness
PS604772	618782	Long QT syndrome 16
PS604772	618782	?Ventricular tachycardia, catecholaminergic polymorphic 6
PS604931	Cortisone reductase deficiency
PS604931	604931	Cortisone reductase deficiency 1
PS604931	614662	Cortisone reductase deficiency 2
PS605253	Neuropathy, congenital hypomelinating
PS605253	605253	Hypomyelinating neuropathy, congenital, 1
PS605253	618184	Hypomyelinating neuropathy, congenital, 2
PS605253	618186	Hypomyelinating neuropathy, congenital, 3
PS605389	Hypotrichosis
PS605389	146520	Hypotrichosis 2
PS605389	146550	Hypotrichosis 4
PS605389	278150	Hypotrichosis 8
PS605389	278150	Woolly hair, autosomal recessive 1, with or without hypotrichosis
PS605389	604379	Woolly hair, autosomal recessive 2 with or without hypotrichosis
PS605389	604379	Hypotrichosis 7
PS605389	605389	Hypotrichosis 1
PS605389	607903	Hypotrichosis 6
PS605389	612841	?Hypotrichosis 5
PS605389	612841	Hypotrichosis 5
PS605389	613981	?Hypotrichosis 3
PS605389	614237	Hypotrichosis 9
PS605389	614238	Hypotrichosis 10
PS605389	615059	Hypotrichosis 11
PS605389	615885	Hypotrichosis 12
PS605389	615896	?Hypotrichosis 13
PS605389	618275	Hypotrichosis 14
PS605432	Radioulnar synostosis with amegakaryocytic thrombocytopenia
PS605432	605432	Radioulnar synostosis with amegakaryocytic thrombocytopenia 1
PS605432	616738	Radioulnar synostosis with amegakaryocytic thrombocytopenia 2
PS605552	Abdominal obesity-metabolic syndrome
PS605552	605552	Abdominal obesity-metabolic syndrome 1
PS605552	605552	{Metabolic syndrome, protection against}
PS605552	605572	Abdominal obesity-metabolic syndrome
PS605552	615812	Abdominal obesity-metabolic syndrome 3
PS605552	618620	Abdominal obesity-metabolic syndrome 4
PS605711	Multiple mitochondrial dysfunctions syndrome
PS605711	605711	Multiple mitochondrial dysfunctions syndrome 1
PS605711	614299	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia
PS605711	615330	Multiple mitochondrial dysfunctions syndrome 3
PS605711	616370	Multiple mitochondrial dysfunctions syndrome 4
PS605711	617613	Multiple mitochondrial dysfunctions syndrome 5
PS605711	617954	Multiple mitochondrial dysfunctions syndrome 6
PS606176	Diabetes mellitus, permanent neonatal
PS606176	606176	Diabetes mellitus, permanent neonatal 1
PS606176	618856	Diabetes, permanent neonatal 2, with or without neurologic features
PS606176	618857	Diabetes mellitus, permanent neonatal 3, with or without neurologic features
PS606176	618858	Diabetes mellitus, permanent neonatal 4
PS606215	Atrioventricular septal defect
PS606215	600309	Atrioventricular septal defect 3
PS606215	606215	{Atrioventricular septal defect, susceptibility to, 1}
PS606215	606217	Atrioventricular septal defect, partial, with heterotaxy syndrome
PS606215	606217	{Atrioventricular septal defect, susceptibility to, 2}
PS606215	614430	Atrioventricular septal defect 4
PS606215	614474	Atrioventricular septal defect 5
PS606711	Specific language impairment
PS606711	606711	Specific language impairment QTL, 1
PS606711	606712	Specific language impairment QTL, 2
PS606711	607134	Specific language impairment QTL, 3
PS606711	612514	{Specific language impairment 4}
PS606711	615432	{Specific language impairment 5}
PS606777	Glut1 deficiency syndrome
PS606777	606777	GLUT1 deficiency syndrome 1, infantile onset, severe
PS606777	612126	GLUT1 deficiency syndrome 2, childhood onset
PS607014	Mucopolysaccharidoses
PS607014	252900	Mucopolysaccharidosis type IIIA (Sanfilippo A)
PS607014	252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)
PS607014	252930	Mucopolysaccharidosis type IIIC (Sanfilippo C)
PS607014	253000	Mucopolysaccharidosis IVA
PS607014	253010	Mucopolysaccharidosis type IVB (Morquio)
PS607014	253200	Mucopolysaccharidosis type VI (Maroteaux-Lamy)
PS607014	253220	Mucopolysaccharidosis VII
PS607014	309900	Mucopolysaccharidosis II
PS607014	601492	?Mucopolysaccharidosis type IX
PS607014	607014	Mucopolysaccharidosis Ih
PS607014	607015	Mucopolysaccharidosis Ih/s
PS607014	607016	Mucopolysaccharidosis Is
PS607086	Aortic aneurysm, familial thoracic
PS607086	132900	Aortic aneurysm, familial thoracic 4
PS607086	607086	Aortic aneurysm, familial thoracic 1
PS607086	607087	Aortic aneurysm, familial thoracic 2
PS607086	609192	Loeys-Dietz syndrome 1
PS607086	610168	Loeys-Dietz syndrome 2
PS607086	611788	Aortic aneurysm, familial thoracic 6
PS607086	613780	Aortic aneurysm, familial thoracic 7
PS607086	615436	Aortic aneurysm, familial thoracic 8
PS607086	616166	Aortic aneurysm, familial thoracic 9
PS607086	617168	Aortic aneurysm, familial thoracic 10
PS607086	617349	{Aortic aneurysm, familial thoracic 11, susceptibility to}
PS607095	Anauxetic dysplasia
PS607095	607095	Anauxetic dysplasia 1
PS607095	617396	Anauxetic dysplasia 2
PS607095	618853	Anauxetic dysplasia 3
PS607250	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy
PS607250	606002	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2
PS607250	607250	?Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1
PS607250	618387	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3
PS607313	Gaze palsy, familial horizontal, with progressive scoliosis
PS607313	607313	Gaze palsy, familial horizontal, with progressive scoliosis, 1
PS607313	617542	Gaze palsy, familial horizontal, with progressive scoliosis, 2
PS607326	Smith-McCort dysplasia
PS607326	607326	Smith-McCort dysplasia
PS607326	615222	Smith-McCort dysplasia 2
PS607411	Patent ductus arteriosus
PS607411	607411	{Patent ductus arteriosus, susceptibility to}
PS607411	617035	Patent ductus arteriosus 2
PS607411	617039	Patent ductus arteriosus 3
PS607426	Coenzyme Q10 deficiency, primary
PS607426	607426	Coenzyme Q10 deficiency, primary, 1
PS607426	612016	Coenzyme Q10 deficiency, primary, 4
PS607426	614650	Coenzyme Q10 deficiency, primary, 6
PS607426	614651	Coenzyme Q10 deficiency, primary, 2
PS607426	614652	Coenzyme Q10 deficiency, primary, 3
PS607426	614654	Coenzyme Q10 deficiency, primary, 5
PS607426	616276	Coenzyme Q10 deficiency, primary, 7
PS607426	616733	?Coenzyme Q10 deficiency, primary, 8
PS607426	619028	?Coenzyme Q10 deficiency, primary, 9
PS607432	Lissencephaly
PS607432	247200	Miller-Dieker lissencephaly syndrome
PS607432	257320	Lissencephaly 2 (Norman-Roberts type)
PS607432	300067	Subcortical laminal heterotopia, X-linked
PS607432	300067	Lissencephaly, X-linked
PS607432	300215	Lissencephaly, X-linked 2
PS607432	300215	Hydranencephaly with abnormal genitalia
PS607432	607432	Subcortical laminar heterotopia
PS607432	607432	Lissencephaly 1
PS607432	611603	Lissencephaly 3
PS607432	614019	Lissencephaly 4 (with microcephaly)
PS607432	615191	Lissencephaly 5
PS607432	616212	Lissencephaly 6, with microcephaly
PS607432	616342	?Lissencephaly 7 with cerebellar hypoplasia
PS607432	617255	Lissencephaly 8
PS607432	618325	Lissencephaly 9 with complex brainstem malformation
PS607432	618873	Lissencephaly 10
PS607594	Immunodeficiency, common variable
PS607594	240500	Immunodeficiency, common variable, 2
PS607594	607594	Immunodeficiency, common variable, 1
PS607594	613493	Immunodeficiency, common variable, 3
PS607594	613494	Immunodeficiency, common variable, 4
PS607594	613495	?Immunodeficiency, common variable, 5
PS607594	613496	Immunodeficiency, common variable, 6
PS607594	614699	Immunodeficiency, common variable, 7
PS607594	614700	Immunodeficiency, common variable, 8, with autoimmunity
PS607594	615577	Immunodeficiency, common variable, 10
PS607594	615767	?Immunodeficiency, common variable, 11
PS607594	616576	Immunodeficiency, common variable, 12
PS607594	616873	Immunodeficiency, common variable, 13
PS607594	617765	?Immunodeficiency, common variable, 14
PS607596	Pontocerebellar hypoplasia
PS607596	225753	Pontocerebellar hypoplasia type 4
PS607596	277470	Pontocerebellar hypoplasia type 2A
PS607596	607596	Pontocerebellar hypoplasia type 1A
PS607596	608027	?Pontocerebellar hypoplasia, type 3
PS607596	610204	?Pontocerebellar hypoplasia type 5
PS607596	611523	Pontocerebellar hypoplasia, type 6
PS607596	612389	Pontocerebellar hypoplasia type 2B
PS607596	612390	?Pontocerebellar hypoplasia type 2C
PS607596	613811	Pontocerebellar hypoplasia type 2D
PS607596	614678	Pontocerebellar hypoplasia, type 1B
PS607596	614961	Pontocerebellar hypoplasia, type 8
PS607596	614969	Pontocerebellar hypoplasia, type 7
PS607596	615803	Pontocerebellar hypoplasia, type 10
PS607596	615809	Pontocerebellar hypoplasia, type 9
PS607596	615851	Pontocerebellar hypoplasia, type 2E
PS607596	616081	Pontocerebellar hypoplasia, type 1C
PS607596	617026	Pontocerebellar hypoplasia, type 2F
PS607596	617695	Pontocerebellar hypoplasia, type 11
PS607596	618065	Pontocerebellar hypoplasia, type 1D
PS607596	618266	Pontocerebellar hypoplasia, type 12
PS607596	618606	Pontocerebellar hypoplasia, type 13
PS607596	619301	Pontocerebellar hypoplasia, type 14
PS607596	619302	?Pontocerebellar hypoplasia, type 15
PS607596	619303	Pontocerebellar hypoplasia, type 1E
PS607596	619304	?Pontocerebellar hypoplasia, type 1F
PS607631	Epilepsy, juvenile absence
PS607631	607628	{Epilepsy, idiopathic generalized, susceptibility to, 11}
PS607631	607628	{Epilepsy, juvenile myoclonic, susceptibility to, 8}
PS607631	607628	{Epilepsy, juvenile absence, susceptibility to, 2}
PS607631	607631	{Epilepsy, juvenile absence, susceptibility to, 1}
PS607634	Osteopetrosis, autosomal dominant
PS607634	166600	Osteopetrosis, autosomal dominant 2
PS607634	607634	Osteopetrosis, autosomal dominant 1
PS607634	618107	Osteopetrosis, autosomal dominant 3
PS607721	Noonan syndrome-like disorder with loose anagen hair
PS607721	607721	Noonan syndrome-like with loose anagen hair 1
PS607721	617506	Noonan syndrome-like disorder with loose anagen hair 2
PS607748	Hypercholanemia, familial
PS607748	607748	Hypercholanemia, familial 1
PS607748	607748	Hypercholanemia, familial
PS607748	619256	Hypercholanemia, familial 2
PS607765	Bile acid synthesis defect, congenital
PS607765	214950	Bile acid synthesis defect, congenital, 4
PS607765	235555	Bile acid synthesis defect, congenital, 2
PS607765	607765	Bile acid synthesis defect, congenital, 1
PS607765	613812	Bile acid synthesis defect, congenital, 3
PS607765	616278	?Bile acid synthesis defect, congenital, 5
PS607765	617308	Bile acid synthesis defect, congenital, 6
PS608207	Kala-azar, susceptibility to
PS608207	608207	{Kala-azar, susceptibility to, 1}
PS608207	611381	{Kala-azar, susceptibility to, 2}
PS608207	611382	{Kala-azar, susceptibility to, 3}
PS608354	Capillary malformation-arteriovenous malformation
PS608354	608354	Capillary malformation-arteriovenous malformation 1
PS608354	618196	Capillary malformation-arteriovenous malformation 2
PS608567	Sick sinus syndrome
PS608567	163800	Sick sinus syndrome 2
PS608567	608567	Sick sinus syndrome 1
PS608567	614090	{Sick sinus syndrome 3}
PS608583	Atrial fibrillation, familial
PS608583	607554	Atrial fibrillation, familial, 3
PS608583	608583	Atrial fibrillation, familial, 1
PS608583	608988	Atrial fibrillation, familial, 2
PS608583	611493	Atrial fibrillation, familial, 4
PS608583	611494	{Atrial fibrillation, familial, 5}
PS608583	611819	Long QT syndrome 10
PS608583	611819	Atrial fibrillation, familial, 17
PS608583	612201	Atrial fibrillation, familial, 6
PS608583	612240	Atrial fibrillation, familial, 7
PS608583	613055	Atrial fibrillation, familial, 8
PS608583	613120	Atrial fibrillation, familial, 16
PS608583	613120	Brugada syndrome 7
PS608583	613980	Atrial fibrillation, familial, 9
PS608583	614022	Atrial fibrillation, familial, 10
PS608583	614049	Atrial fibrillation, familial, 11
PS608583	614050	?Atrial fibrillation, familial, 12
PS608583	615377	Atrial fibrillation, familial, 13
PS608583	615378	Atrial fibrillation, familial, 14
PS608583	615770	?Atrial fibrillation 15
PS608583	617280	?Atrial fibrillation, familial, 18
PS608594	Lipodystrophy, congenital generalized
PS608594	269700	Lipodystrophy, congenital generalized, type 2
PS608594	608594	Lipodystrophy, congenital generalized, type 1
PS608594	612526	?Lipodystrophy, congenital generalized, type 3
PS608594	613327	Lipodystrophy, congenital generalized, type 4
PS608638	Asperger syndrome, susceptibility to
PS608638	300494	{Asperger syndrome susceptibility, X-linked 1}
PS608638	300497	{Asperger syndrome susceptibility, X-linked 2}
PS608638	608631	{Asperger syndrome susceptibility 2}
PS608638	608638	{Asperger syndrome susceptibility 1}
PS608638	608781	{Asperger syndrome susceptibility 3}
PS608638	609954	{Asperger syndrome susceptibility 4}
PS608805	Avascular necrosis of femoral head, primary
PS608805	608805	Avascular necrosis of the femoral head
PS608805	617383	?Avascular necrosis of femoral head, primary, 2
PS609060	Combined oxidative phosphorylation deficiency
PS609060	300816	Combined oxidative phosphorylation deficiency 6
PS609060	609060	Combined oxidative phosphorylation deficiency 1
PS609060	610498	Combined oxidative phosphorylation deficiency 2
PS609060	610505	Combined oxidative phosphorylation deficiency 3
PS609060	610678	Combined oxidative phosphorylation deficiency 4
PS609060	611719	Combined oxidative phosphorylation deficiency 5
PS609060	613559	Combined oxidative phosphorylation deficiency 7
PS609060	614096	Combined oxidative phosphorylation deficiency 8
PS609060	614582	Combined oxidative phosphorylation deficiency 9
PS609060	614702	Combined oxidative phosphorylation deficiency 10
PS609060	614922	Combined oxidative phosphorylation deficiency 11
PS609060	614924	Combined oxidative phosphorylation deficiency 12
PS609060	614932	Combined oxidative phosphorylation deficiency 13
PS609060	614946	Combined oxidative phosphorylation deficiency 14
PS609060	614947	Combined oxidative phosphorylation deficiency 15
PS609060	615395	?Combined oxidative phosphorylation deficiency 16
PS609060	615440	Combined oxidative phosphorylation deficiency 17
PS609060	615578	Combined oxidative phosphorylation deficiency 18
PS609060	615595	?Combined oxidative phosphorylation deficiency 19
PS609060	615917	Combined oxidative phosphorylation deficiency 20
PS609060	615918	?Combined oxidative phosphorylation deficiency 21
PS609060	616045	?Combined oxidative phosphorylation deficiency 22
PS609060	616198	Combined oxidative phosphorylation deficiency 23
PS609060	616239	Combined oxidative phosphorylation deficiency 24
PS609060	616430	?Combined oxidative phosphorylation deficiency 25
PS609060	616539	Combined oxidative phosphorylation deficiency 26
PS609060	616672	Combined oxidative phosphorylation deficiency 27
PS609060	616794	Combined oxidative phosphorylation deficiency 28
